Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;3;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;2EA4AD0D054FB15CD83D3FFF34BC566D;A;61A|61B|61D|61E|61F|61G|61H|61I;5FDDF952005586EAD58FF2844D92DCA0;2015;Graduado/Mudança de Curso;61A;16,8;ESCOLA ESTADUAL PROFESSORA JÚLIA KUBITSCHEK;N;;;67;PASSOS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;2EA4AD0D054FB15CD83D3FFF34BC566D;A;61A|61B|61D|61E|61F|61G|61H|61I;033F76BF4F2F1A1AE489FD39B3964B30;2015;Enem/Vaga de Edital;61D;79,61;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;100;IPATINGA;MG;5;5;5;4;3;5;5;5;5;1;5;5;5;2;5;3;4;5;4;1;5;1;3
2019;3;ALUNO_TURMA;BCE8B6B65E6CF5B158A1DC7B22090BF3;DEPTO DE FISICA /ICE;2EA4AD0D054FB15CD83D3FFF34BC566D;A;61A|61B|61D|61E|61F|61G|61H|61I;0FBB4877ECB32683B371A6F8F1344FE0;2014;Vestibular EAD Demanda Social;61E;24,49;COLÉGIO CENECISTA WALTER FRANCKLIN;N;;MONITORIA GRADUACAO|INICIACAO CIENTIFICA - GRADUAC|DEMANDA SOCIAL;98;TRES RIOS;RJ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;0FBB4877ECB32683B371A6F8F1344FE0;2014;Vestibular EAD Demanda Social;61E;24,49;COLÉGIO CENECISTA WALTER FRANCKLIN;N;;MONITORIA GRADUACAO|INICIACAO CIENTIFICA - GRADUAC|DEMANDA SOCIAL;84;TRES RIOS;RJ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;45DA01DC3292FBC4D5DE3A82D573F44F;2015;Matrícula como Graduado;61B;38;CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA;N;;;60;MOJI DAS CRUZES;SP;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;5;5
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;61B00B866D7591AD79BC17E4AE2DD7FD;2015;Graduado/Mudança de Curso;61G;85,04;ESCOLA ESTADUAL PREFEITO JOAQUIM PEDRO NASCIMENTO;N;;;94;GOVERNADOR VALADARES;MG;5;5;5;4;3;5;5;4;5;0;0;3;4;5;4;4;5;0;0;0;5;3;2
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;B23DFAE9A064CA68C0FEE9D2D334F9CA;2016;Vestibular/ENEM;61H;80,2;COLÉGIO E CURSO CATEDRAL VESTIBULARES ;S;TRANSPORTE;CAED - PERNAMBUCO|CAED CEARÁ|CAED SÃO PAULO|MONITORIA GRADUACAO|TREINAMENTO PROFISSIONAL|INICIACAO CIENTIFICA - GRADUAC|VESTIBULAR|DEMANDA SOCIAL;86;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;017391F5EAE50CD964D4AFBFAFDCACC7;2016;Vestibular;61H;71;Centro Federal de Educação Tecnológica de Minas Gerais CEFET-MG;N;;;89;BELO HORIZONTE;MG;5;5;4;5;3;5;5;5;5;3;5;4;4;5;4;3;3;0;3;4;5;5;4
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;033F76BF4F2F1A1AE489FD39B3964B30;2015;Enem/Vaga de Edital;61D;79,61;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;92;IPATINGA;MG;5;5;5;4;3;5;5;5;5;1;5;5;5;3;5;3;4;5;4;1;5;1;3
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;D009A8D93C46893E823FEDDE612070C6;2015;Enem/Vaga de Edital;61F;64,3;ESCOLA ESTADUAL DOUTOR ADALMARIO JOSÉ DOS SANTOS;N;;;61;LAJINHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9DC8EA7F18340A60B2D6C345A5DB9897;DEPTO DE FISICA /ICE;29773474D5DADBD4735D9D59D61D7E09;A;61A|61B|61D|61E|61F|61G|61H|61I;AC901F9E18676A5F2E057B13F0CBCD27;2016;Vestibular/ENEM;61B;70,55;ESCOLA ESTADUAL JOÁO MELO GOMIDE;N;;;79;PERDOES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;A7C9A7BEFA278F7C45D5F5175DA60296;DEPTO DE QUIMICA /ICE;A18A9F41EADC00E16AE21F6CFAC7C68C;A;59C|59E|59F|59H;5EF3510B38933EF6EF265A562D970758;2018;Vestibular;59E;64,04;ESCOLA ESTADUAL PROFESSOR ROUSSET;N;;;44;SETE LAGOAS;MG;5;5;3;2;3;5;3;5;5;4;5;4;4;5;5;5;4;5;5;4;5;5;5
2019;3;ALUNO_TURMA;A7C9A7BEFA278F7C45D5F5175DA60296;DEPTO DE QUIMICA /ICE;A18A9F41EADC00E16AE21F6CFAC7C68C;A;59C|59E|59F|59H;6DB888193DBEE8C809E656B33746546D;2018;Vestibular;59E;32,47;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;6;PEDRO LEOPOLDO;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;1706C0738E37BCC250A8E2F8A3C82281;A;75A|75B|75C|75D|75E|75F|75G|75J|75K|75L|75M|75N|75O|75P;DB95B6A7322EEEFDB66D89CC3F848FB6;2016;Vestibular/ENEM;75J;66,63;COLÉGIO JOÃO CALVINO 1º E 2º GRAUS;N;;;47;CORONEL FABRICIANO;MG;4;4;4;4;4;4;3;3;3;4;4;5;5;5;4;2;2;4;4;4;4;4;4
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5D8CA726C419F25BD8E6C6C773393612;A;75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;EA74BA5FA9C9432752BE8544B382784A;2017;Vestibular;75N;69,65;Escola Estadual Amilcar Savassi;N;;;52;BARBACENA;MG;5;5;1;1;1;1;1;1;0;0;0;1;1;1;1;1;3;5;0;5;1;2;1
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5D8CA726C419F25BD8E6C6C773393612;A;75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;0B9ED3615B4E28F73D4799EDFED99CAE;2016;Vestibular;75F;78,86;COLÉGIO CRISTO REDENTOR;N;;QUALIFICAÇÃO AMBIENTAL|MONITORIA GRADUACAO|VESTIBULAR;64;JUIZ DE FORA;MG;5;5;5;4;4;4;5;4;5;5;5;5;5;5;4;5;5;4;4;4;5;5;4
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5D8CA726C419F25BD8E6C6C773393612;A;75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;786106230E23763100D5665C47CF73FE;2017;Vestibular;75P;81,59;COLÉGIO DECISIVO COMENDADOR;N;;;69;GOVERNADOR VALADARES;MG;5;5;3;3;2;3;4;5;5;5;5;4;4;5;5;4;5;5;5;5;5;5;3
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5D8CA726C419F25BD8E6C6C773393612;A;75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;141037E704463C2CF2EEF71F8CF93CD9;2017;Vestibular/ENEM;75P;80,57;ESCOLA ESTADUAL CAIO NELSON DE SENA;N;;;60;GOVERNADOR VALADARES;MG;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
2019;3;ALUNO_TURMA;57DA687E393E1EB8D629EEA1EE1507F9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5D8CA726C419F25BD8E6C6C773393612;A;75A|75B|75D|75E|75F|75J|75L|75M|75N|75O|75P|76A;D69D3593ECFFB9644ED242C2B8C39438;2017;Vestibular;75P;77,52;ESCOLA ESTADUAL  PADRE HUMBERTO PIACENTE;N;;;60;GOVERNADOR VALADARES;MG;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;798CC81D53683D775EBA0D31228001F8;DEPTO DE FISICA /ICE;08129B170B426BF89CFCD43A4A72A821;A;61A|61B|61D|61E|61F|61G|61H|61I;45DA01DC3292FBC4D5DE3A82D573F44F;2015;Matrícula como Graduado;61B;38;CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA;N;;;60;MOJI DAS CRUZES;SP;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;5;5
2019;3;ALUNO_TURMA;798CC81D53683D775EBA0D31228001F8;DEPTO DE FISICA /ICE;08129B170B426BF89CFCD43A4A72A821;A;61A|61B|61D|61E|61F|61G|61H|61I;0FBB4877ECB32683B371A6F8F1344FE0;2014;Vestibular EAD Demanda Social;61E;24,49;COLÉGIO CENECISTA WALTER FRANCKLIN;N;;MONITORIA GRADUACAO|INICIACAO CIENTIFICA - GRADUAC|DEMANDA SOCIAL;60;TRES RIOS;RJ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;DA93C0D4C8A69521CF5D17085EA5EFD5;DEPTO DE QUIMICA /ICE;1A338A489AA4A53647A2E2F660A333ED;A;59C|59E|59H;5EF3510B38933EF6EF265A562D970758;2018;Vestibular;59E;64,04;ESCOLA ESTADUAL PROFESSOR ROUSSET;N;;;43;SETE LAGOAS;MG;5;5;4;2;3;5;3;5;5;4;5;4;4;5;5;5;3;5;5;4;5;5;5
2019;3;ALUNO_TURMA;DA93C0D4C8A69521CF5D17085EA5EFD5;DEPTO DE QUIMICA /ICE;1A338A489AA4A53647A2E2F660A333ED;A;59C|59E|59H;6DB888193DBEE8C809E656B33746546D;2018;Vestibular;59E;32,47;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;22;PEDRO LEOPOLDO;MG;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;A;26A|46A|74A;D9DAA3C3116B65474260917EB1E880F5;2016;Vestibular;74A;85,36;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;75;GUARARA;MG;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;A039587D5B1277BCAE0BD2C8BBF25551;2018;Vestibular;74B;78,94;ESCOLA ESTADUAL PROFESSOR SOARES FERREIRA - ENSINO FUNDAMENTAL E MÉDIO;N;;;64;BARBACENA;MG;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;2;0;0;1;0;1;1
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;D6017E0EC9D102CDF0D55EB6B2D15102;2016;Vestibular;74B;83,01;COLÉGIO TÉCNICO UNIVERSITÁRIO ;N;;;64;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;4211D2D968C23BE515EABDFBAAC3ECB3;2016;Vestibular;74B;75,76;COLÉGIO E CURSO CONEXÃO;N;;TREINAMENTO PROF. - VOLUNTARIO|TREINAMENTO PROFISSIONAL;60;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;0;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;CEA7312E2835CE5E78247F8CA82F2FD9;2016;Vestibular;74B;71,42;COLÉGIO IMACULADA CONCEIÇÃO;N;;;76;CONTAGEM;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;A11113F1E8553545BC51851801E45F57;2016;Vestibular;74B;68,99;ESCOLA ESTADUAL PRESIDENTE JOÃO PINHEIRO;N;;;62;SANTOS DUMONT;MG;5;5;5;3;5;;;;;;;;;;;;4
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;6B9111527E9498DEF84492DD3F44321E;2016;Vestibular/ENEM;74B;58,91;COLÉGIO APOGEU;N;;;65;JUIZ DE FORA;MG;5;5;5;5;4;5;5;5;5;5;5;5;4;4;5;4;4;;4;3;5;3;3
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;B;26A|74B;4C09D9BC49C736F92C669E0F60D7812A;2016;Vestibular;74B;60,62;ESCOLA DE 2º GRAU DE JUIZ DE FORA;N;;;68;JUIZ DE FORA;MG;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;C;74C;32409B4F0D4F8A7CA37A06E9EA9A7909;2016;Vestibular/ENEM;74C;91,46;COLÉGIO OPÇÃO VESTIBULARES;N;;;85;JUIZ DE FORA;MG;4;4;3;4;4;4
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;C;74C;9B7C50B85D95C099649A37C579F6C6DC;2016;Vestibular;74C;89,43;COLÉGIO SÃO JOÃO;N;;;81;CATAGUASES;MG;3;3;3;3;3;3;2;3;5;3;5;3;4;4;5;3;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;C;74C;A03DDF896CFF5C27736F3B417659A405;2016;Vestibular;74C;68,69;ESCOLA ESTADUAL SENADOR LEVINDO COELHO;N;;;67;UBA;MG;5;5;4;3;5;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;FB5807F5BC99EDB2051B0B5215B0F2C7;C;74C;E8B01D200FDA9B732F9518ADAF1BE34F;2012;Vestibular;74C;56,91;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;70;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;A;26A|46A|74A|78A;D9DAA3C3116B65474260917EB1E880F5;2016;Vestibular;74A;85,36;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;80;GUARARA;MG;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;DF871EB5D5A75A52E8E4874A9AEF9C7B;2016;Vestibular;74B;9,25;COLÉGIO ESTADUAL D. PEDRO I;N;;;0;NILOPOLIS;RJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;D40F92DED59922CA525E15B8C75522BE;2016;Vestibular/ENEM;74B;83,48;ESCOLA ESTADUAL PROFESSOR JOSE BORGES DE MORAIS;N;;;91;JUIZ DE FORA;MG;4;4;;4;3;3;;4;4;4;4;4;4;3;5;3;5;3;0;3;2;3;3
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;D6017E0EC9D102CDF0D55EB6B2D15102;2016;Vestibular;74B;83,01;COLÉGIO TÉCNICO UNIVERSITÁRIO ;N;;;76;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;E06318ED43894D068ADCFA932B08D2C2;2016;Vestibular/ENEM;74B;79,24;ESCOLA SENAI ROBERTO SIMONSEN;N;;;82;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;0;5;5;0;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;CEA7312E2835CE5E78247F8CA82F2FD9;2016;Vestibular;74B;71,42;COLÉGIO IMACULADA CONCEIÇÃO;N;;;71;CONTAGEM;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;A11113F1E8553545BC51851801E45F57;2016;Vestibular;74B;68,99;ESCOLA ESTADUAL PRESIDENTE JOÃO PINHEIRO;N;;;77;SANTOS DUMONT;MG;5;5;5;3;5;;;;;;;;;;;;4
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;697D701BDBD50D3364B7E3F029DCB91E;2016;Vestibular/ENEM;74B;37,07;ESCOLA ESTADUAL NOSSA SENHORA DO ROSÁRIO;N;;;5;SANTOS DUMONT;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;6B9111527E9498DEF84492DD3F44321E;2016;Vestibular/ENEM;74B;58,91;COLÉGIO APOGEU;N;;;53;JUIZ DE FORA;MG;4;3;2;3;3;3;4;1;3;3;5;1;3;4;3;3;2;;4;3;4;3;3
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;4C09D9BC49C736F92C669E0F60D7812A;2016;Vestibular;74B;60,62;ESCOLA DE 2º GRAU DE JUIZ DE FORA;N;;;60;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;A356F8573D2DC6D324B12FE5FA52A3AA;2016;Vestibular/ENEM;74B;52,15;COLEGIO CONEXÃO;N;;;44;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;902081E0108F563424E883795135D409;2018;Vestibular;74B;10,2;COLÉGIO EXATO - ENSINO MÉDIO;N;;;0;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;1;0;0;2
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;B;74B;20DC6C1A515A89262A06C2AC10B5CD4F;2014;Vestibular;74B;59,12;EJA - EDUCAÇÃO DE JOVENS E ADULTOS TELECURSO 2000-EXAME;N;;;74;JUIZ DE FORA;MG;4;5;4;4;5;5;4;5;5;4;5;5;4;4;5;4;5;4;4;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;C;74C;32409B4F0D4F8A7CA37A06E9EA9A7909;2016;Vestibular/ENEM;74C;91,46;COLÉGIO OPÇÃO VESTIBULARES;N;;;89;JUIZ DE FORA;MG;5;4;3;5;4;4
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;C;74C;9B7C50B85D95C099649A37C579F6C6DC;2016;Vestibular;74C;89,43;COLÉGIO SÃO JOÃO;N;;;89;CATAGUASES;MG;4;5;5;5;4;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;C;74C;A03DDF896CFF5C27736F3B417659A405;2016;Vestibular;74C;68,69;ESCOLA ESTADUAL SENADOR LEVINDO COELHO;N;;;65;UBA;MG;5;4;4;3;5;5;5;5;5;5;5;4;5;5;4;4;3;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9136FF66B24D40759246085DADA7B8EE;DEPTO DE CIENCIAS ADMINISTRATIVAS;DE019F4EB571E760F57210D695B9A673;C;74C;E8B01D200FDA9B732F9518ADAF1BE34F;2012;Vestibular;74C;56,91;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;64;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;9D0BA86460BAC96B6B9F0438AA9F2657;DEPARTAMENTO DE EDUCAÇÃO;080D4FAA6F797295315505AF9FEE3D97;A;61A|61B|61D|61E|61F|61G|61H|61I;033F76BF4F2F1A1AE489FD39B3964B30;2015;Enem/Vaga de Edital;61D;79,61;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;94;IPATINGA;MG;5;5;5;4;3;5;5;5;5;1;5;5;5;2;5;3;4;5;4;1;5;1;3
2019;3;ALUNO_TURMA;9D0BA86460BAC96B6B9F0438AA9F2657;DEPARTAMENTO DE EDUCAÇÃO;080D4FAA6F797295315505AF9FEE3D97;A;61A|61B|61D|61E|61F|61G|61H|61I;DCA61CF72A5AFD6C9045F9BB2008896C;2015;Enem/Vaga de Edital;61F;54,75;ESCOLA ESTADUAL DOM JOÃO DE SOUZA LIMA;N;;;90;MANHUACU;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;0;5;5;4
